Asset Name;Model;Model No.;Category;Manufacturer;Serial;Purchased;Location;Checked Out;Type;Username;Status;Created At;Updated at;Notes;MAC Adress;Type utilisation;Propriété SI;Propriété;Date fin garantie
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-15;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M6NXCV02056822A;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:02;12/5/2022 14:39;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-16;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23M112303;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:02;12/5/2022 14:40;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-17;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23M107307;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:02;12/5/2022 14:40;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-18;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23M11630A;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:40;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-19;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23L988304;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:40;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-20;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23M110309;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:40;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-21;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23L889302;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:40;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-22;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23M027300;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:41;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-23;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23M124307;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:41;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-24;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23L98930G;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:41;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-25;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV23M079303;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:42;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-26;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV08H107277;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:42;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-27;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV08H12127C;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:41;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-28;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV08H101275;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:41;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-29;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV08H198273;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:41;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-30;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV08H19427G;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:32;12/5/2022 14:35;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
;;;;;;;;;;;;;;;;;;;;
007C-LAB8-01;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M7NXCV17N13029C;4/4/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;007 - Polyvalente Louis-Saint-Laurent;location;;Distribué (deployed);4/6/2022 10:38;12/5/2022 14:34;ajouté par script php;;;;007 - Polyvalente Louis-Saint-Laurent;
099P-SED-3;Latitude;E5470;Portable;DELL INC.;H0RLWF2;2/20/2017 0:00;099 - Siege social;;;;Distribué (deployable);4/6/2022 13:00;8/16/2023 15:30;mise a jour du nom et de la date d'achat par script;D4-81-D7-80-AA-68;;;;
483A-71RLWF2;Latitude;E5470;Portable;DELL INC.;71RLWF2;2/20/2017 0:00;;;;;Distribué (deployable);4/6/2022 15:00;6/22/2023 10:05;mise a jour du nom et de la date d'achat par script;D4-81-D7-80-A8-8D;;;;
099P-SED-2;Latitude;E5470;Portable;DELL INC.;HX8MWF2;2/20/2017 0:00;099 - Siege social;;;;Distribué (deployable);4/7/2022 12:08;6/22/2023 10:15;mise a jour du nom et de la date d'achat par script;D4-81-D7-80-AA-8D;;;;
099i-ortho-13;iPad;iPad Air (WiFi);iPAD;Apple;DMPMN1TBFK16;;098 - Entrepot Centre Lac-Megantic;;;;Retiré (archived);4/12/2022 10:22;4/11/2023 8:34;;;Mesure 30810;;Service Éducatif;
005-LAB3027-12;OptiPlex;755;Bureau;DELL INC.;6ZCNMH1;10/22/2008 0:00;005 - La Frontaliere;;;;Distribué (deployable);4/12/2022 11:59;6/22/2023 10:12;mise a jour du nom et de la date d'achat par script;00-21-9B-6D-DE-3C;;;;
088C-CNUM-006;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M6NXCV01092222G;1/24/2022 0:00;088 - De Saint-Romain;088 - De Saint-Romain;location;;Distribué (deployed);4/12/2022 13:57;4/13/2022 11:38;ajouté par script php;;Classe numérique;;088 - De Saint-Romain;
088C-CNUM-007;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M6NXCV010892228;1/24/2022 0:00;088 - De Saint-Romain;088 - De Saint-Romain;location;;Distribué (deployed);4/12/2022 13:57;4/13/2022 11:38;ajouté par script php;;Classe numérique;;088 - De Saint-Romain;
088C-CNUM-008;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M6NXCV010869225;1/24/2022 0:00;088 - De Saint-Romain;088 - De Saint-Romain;location;;Distribué (deployed);4/12/2022 13:57;4/13/2022 11:38;ajouté par script php;;Classe numérique;;088 - De Saint-Romain;
088C-CNUM-009;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M6NXCV01087322A;1/24/2022 0:00;088 - De Saint-Romain;088 - De Saint-Romain;location;;Distribué (deployed);4/12/2022 13:57;4/13/2022 11:38;ajouté par script php;;Classe numérique;;088 - De Saint-Romain;
088C-CNUM-010;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M6NXCV01089522B;1/24/2022 0:00;088 - De Saint-Romain;088 - De Saint-Romain;location;;Distribué (deployed);4/12/2022 13:57;4/13/2022 11:38;ajouté par script php;;Classe numérique;;088 - De Saint-Romain;
016C-MFR-007;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M6NXCV010810225;1/24/2022 0:00;016 - Maison Familiale -rurale du Granit;016 - Maison Familiale -rurale du Granit;location;;Distribué (deployed);4/12/2022 13:57;4/13/2022 11:26;ajouté par script php;;Lab Chariot / Mobile;;016 - Maison familiale rurale du Granit;
016C-MFR-008;Chromebook;C204MA-Q1R-CB;Chromebook;ASUSTeK COMPUTER INC.;M6NXCV01088422F;1/24/2022 0:00;016 - Maison Familiale -rurale du Granit;016 - Maison Familiale -rurale du Granit;location;;Distribué (deployed);4/12/2022 13:57;4/13/2022 11:26;ajouté par script php;;Lab Chariot / Mobile;;016 - Maison familiale rurale du Granit;
022C-S131-213;Chromebook;3100;Chromebook;DELL INC.;21503273400;;;;;;Retiré (archived);4/13/2022 13:34;4/13/2022 13:46;ajouté par script php;;;;;
022C-S131-213;Chromebook;3100;Chromebook;DELL INC.;7HZXHK3;;022 - CFP le Granit;022 - CFP le Granit;location;;Distribué (deployed);4/13/2022 13:42;12/14/2022 11:39;ajouté par script php;;Lab Chariot / Mobile;;022 - CFP le Granit;
022C-S131-214;Chromebook;3100;Chromebook;DELL INC.;DLZXHK3;;022 - CFP le Granit;022 - CFP le Granit;location;;Distribué (deployed);4/13/2022 13:45;12/14/2022 11:39;ajouté par script php;;Lab Chariot / Mobile;;022 - CFP le Granit;
022C-S131-215;Chromebook;3100;Chromebook;DELL INC.;1NMXHK3;;022 - CFP le Granit;022 - CFP le Granit;location;;Distribué (deployed);4/13/2022 13:45;12/14/2022 11:41;ajouté par script php;;Lab Chariot / Mobile;;022 - CFP le Granit;
022C-S131-216;Chromebook;3100;Chromebook;DELL INC.;DMZXHK3;;022 - CFP le Granit;022 - CFP le Granit;location;;Distribué (deployed);4/13/2022 13:45;12/14/2022 11:41;ajouté par script php;;Lab Chariot / Mobile;;022 - CFP le Granit;
022C-S131-217;Chromebook;3100;Chromebook;DELL INC.;14TXHK3;;022 - CFP le Granit;022 - CFP le Granit;location;;Distribué (deployed);4/13/2022 13:45;12/14/2022 11:41;ajouté par script php;;Lab Chariot / Mobile;;022 - CFP le Granit;
022C-S131-218;Chromebook;3100;Chromebook;DELL INC.;B4TXHK3;;022 - CFP le Granit;022 - CFP le Granit;location;;Distribué (deployed);4/13/2022 13:45;12/14/2022 11:41;ajouté par script php;;Lab Chariot / Mobile;;022 - CFP le Granit;
011P-PLAN-09;Latitude;3420;Portable;DELL INC.;JBJVVG3;12/16/2021 0:00;011 - CEA - East Angus;011 - CEA - East Angus;location;;Distribué (deployed);4/19/2022 9:31;9/25/2023 11:55;mise a jour du nom et de la date d'achat par script;B4-45-06-73-54-EF;;;;
011P-PLAN-10;Latitude;3420;Portable;DELL INC.;1CJVVG3;12/16/2021 0:00;011 - CEA - East Angus;011 - CEA - East Angus;location;;Distribué (deployed);4/19/2022 9:32;9/25/2023 11:55;mise a jour du nom et de la date d'achat par script;B4-45-06-73-53-79;;;;
012E-38-102;OptiPlex;5090;Bureau;DELL INC.;5LZ7MH3;9/2/2021 0:00;012 - CEA - Lac-Megantic;012 - CEA - Lac-Megantic;location;;Distribué (deployed);4/19/2022 10:38;6/22/2023 10:10;mise a jour du nom et de la date d'achat par script;A4-BB-6D-8B-52-16;Lab Fix;;Service Informatique;
012E-38-104;OptiPlex;5090;Bureau;DELL INC.;5LZ5MH3;9/2/2021 0:00;012 - CEA - Lac-Megantic;012 - CEA - Lac-Megantic;location;;Distribué (deployed);4/19/2022 10:51;6/22/2023 10:23;mise a jour du nom et de la date d'achat par script;A4-BB-6D-8B-51-A9;Lab Fix;;Service Informatique;
012E-38-103;OptiPlex;5090;Bureau;DELL INC.;5LZM2G3;9/2/2021 0:00;012 - CEA - Lac-Megantic;012 - CEA - Lac-Megantic;location;;Distribué (deployed);4/19/2022 11:21;8/16/2023 15:29;mise a jour du nom et de la date d'achat par script;A4-BB-6D-8B-4A-B1;Lab Fix;;Service Informatique;
012E-38-103;OptiPlex;5090;Bureau;DELL INC.;5LZM2G3_1;;012 - CEA - Lac-Megantic;012 - CEA - Lac-Megantic;location;;Distribué (deployed);4/19/2022 11:21;12/14/2022 9:36;ajout PC par TS 2021;A4-BB-6D-8B-4A-B1;Lab Fix;;;
071TNI-33;SBID-MX075-V3;;Tableau intéractif;Smart;K110NW51Y0118;;098 - Entrepot Centre Lac-Megantic;;;;Retiré (archived);4/29/2022 8:41;4/19/2024 9:33;TNI brisé sous garantie ... retour chez SMART le 18/04/2024 -- CL;;;;;
071TNI-110;SBID-MX075-V3;;Tableau intéractif;Smart;K110NW52Y0180;;071 - Sacré-Coeur (Lac-Megantic);071 - Sacré-Coeur (Lac-Megantic);location;;Distribué (deployed);4/29/2022 8:41;5/2/2022 10:23;ajouté par script php;;;;;
071TNI-113;SBID-MX075-V3;;Tableau intéractif;Smart;K110NW52Y0182;;071 - Sacré-Coeur (Lac-Megantic);071 - Sacré-Coeur (Lac-Megantic);location;;Distribué (deployed);4/29/2022 8:41;5/2/2022 10:23;ajouté par script php;;;;;
071TNI-116;SBID-MX075-V3;;Tableau intéractif;Smart;K110NW51Y0174;;071 - Sacré-Coeur (Lac-Megantic);071 - Sacré-Coeur (Lac-Megantic);location;;Distribué (deployed);4/29/2022 8:41;5/2/2022 10:23;ajouté par script php;;;;;
071TNI-139;SBID-MX075-V3;;Tableau intéractif;Smart;K110NW51Y0173;;071 - Sacré-Coeur (Lac-Megantic);071 - Sacré-Coeur (Lac-Megantic);location;;Distribué (deployed);4/29/2022 8:41;5/2/2022 10:23;ajouté par script php;;;;;
021i-OEP-01;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;XQDQ0V9QKH;;;;;;Distribué (deployable);4/29/2022 8:51;7/14/2022 10:41;ajouté par script php;;;;021 - CFP du Haut-Saint-François;
;;;;;;;;;;;;;;;;;;;;
021i-OEP-02;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;N426J2K4Y2;;;;;;Distribué (deployable);4/29/2022 8:51;7/6/2022 10:49;ajouté par script php;;;;;
021i-OEP-03;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;QJ7HW7X4QX;;;;;;Distribué (deployable);4/29/2022 8:51;7/14/2022 10:41;ajouté par script php;;;;021 - CFP du Haut-Saint-François;
;;;;;;;;;;;;;;;;;;;;
021i-OEP-04;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;MWN6JC2MGX;;;;;;Distribué (deployable);4/29/2022 8:51;7/14/2022 10:41;ajouté par script php;;;;021 - CFP du Haut-Saint-François;
;;;;;;;;;;;;;;;;;;;;
021i-OEP-05;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;PYJJ7DW9K2;;;;;;Distribué (deployable);4/29/2022 8:51;7/6/2022 10:48;ajouté par script php;;;;;
021i-OEP-06;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;JJ9N23H9TV;;;;;;Distribué (deployable);4/29/2022 8:51;7/14/2022 10:41;ajouté par script php;;;;021 - CFP du Haut-Saint-François;
;;;;;;;;;;;;;;;;;;;;
021i-OEP-07;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;JLVHYY27WT;;;;;;Distribué (deployable);4/29/2022 8:51;7/6/2022 10:46;ajouté par script php;;;;;
021i-OEP-08;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;D4K0WWRXVP;;;;;;Distribué (deployable);4/29/2022 8:51;7/14/2022 10:41;ajouté par script php;;;;021 - CFP du Haut-Saint-François;
;;;;;;;;;;;;;;;;;;;;
021i-OEP-09;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;R47TYYJM66;;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);4/29/2022 8:51;7/6/2022 10:48;ajouté par script php;;;;;
021i-OEP-10;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;YD0WP79WJ4;;;;;;Distribué (deployable);4/29/2022 8:51;7/6/2022 10:47;ajouté par script php;;;;;
021i-OEP-11;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;G5YXWJNQDM;;;;;;Distribué (deployable);4/29/2022 8:51;7/6/2022 10:47;ajouté par script php;;;;;
021i-OEP-12;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;YQ22D6TGYY;;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);4/29/2022 8:51;7/6/2022 10:47;ajouté par script php;;;;;
071TNI-133;SBID-MX075-V2-C;;Tableau intéractif;Smart;K051MW49G0427;;071 - Sacré-Coeur (Lac-Megantic);071 - Sacré-Coeur (Lac-Megantic);location;;Distribué (deployed);5/2/2022 9:22;5/2/2022 10:23;ajouté par script php;;;;;
071TNI-138;SBID-MX075-V2-C;;Tableau intéractif;Smart;K051MW49G0488;;071 - Sacré-Coeur (Lac-Megantic);071 - Sacré-Coeur (Lac-Megantic);location;;Distribué (deployed);5/2/2022 10:21;5/2/2022 10:23;Merieve Lessard;;;;;
097O-XIBO-001;Optiplex;790;Bureau;DELL INC.;404DKS1;;;;;;Distribué (deployable);5/2/2022 10:55;5/2/2022 10:55;ajout PC par TS;18-03-73-46-71-C9;;;;
005P-PROF-002;Latitude;3520;Portable;DELL INC.;8NF8KL3;4/21/2022 0:00;005 - Entrepot La Frontaliere;;;;Distribué (deployable);5/2/2022 13:47;9/18/2023 14:44;modifie PC par TS;B0-4F-13-C9-19-D6;Enseignant;;023 - CRIFA;
Iphone Patrick Nadeau;Iphone;SE;Cellulaire;Apple;KW339CQQPP;;Équipe volante;Patrick Nadeau;user;pnadeau;Distribué (deployed);5/3/2022 14:38;5/4/2022 10:00;ajouté par script php;;Autre personnel scolaire;;;
;;Service Informatique;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
032-TNI-207;SBID-MX075-V3;;Tableau intéractif;Smart;K110NW51Y0396;;032 - Sancta-Maria;032 - Sancta-Maria;location;;Distribué (deployed);5/3/2022 14:40;5/3/2022 14:44;ajouté par script php;;;;;
023O-MAG-001;OptiPlex;7090;Bureau;DELL INC.;GXDZQN3;4/22/2022 0:00;005 - La Frontaliere;Dany Philibert;user;dphilibert;Distribué (deployed);5/3/2022 15:57;6/22/2023 10:07;mise a jour du nom et de la date d'achat par script;C0-25-A5-CC-B1-45;;;023 - CRIFA;
047P-SDG-02;Latitude;3520;Portable;DELL INC.;8JF7JL3;4/7/2022 0:00;047 - Du Parchemin (Cote Couvent);Véronique Roy;user;vroy;Distribué (deployed);5/5/2022 9:51;8/16/2023 15:31;mise a jour du nom et de la date d'achat par script;B0-4F-13-C3-E7-86;;;047 - Du Parchemin (Côté Couvent);
GML7JL3;Latitude;3520;Portable;DELL INC.;GML7JL3;4/7/2022 0:00;058 - Des Trois-Cantons;Noémie Beaulieu;user;nbeaulieu;Déployable (deployed);5/5/2022 9:51;8/16/2023 15:29;mise a jour du nom et de la date d'achat par script;;Autre personnel scolaire;;Service Informatique;
007P-LDUB;Latitude;3520;Portable;DELL INC.;CJF7JL3;4/7/2022 0:00;007 - Polyvalente Louis-Saint-Laurent;Laurie Dubreuil;user;ldubreuil;Distribué (deployed);5/5/2022 9:51;2/28/2024 14:14;modifie PC par TS;B0-4F-13-C4-65-E4;;;;
098P-2NL7JL3;Latitude;3520;Portable;DELL INC.;2NL7JL3;4/7/2022 0:00;098 - Centre de Service de Lac-Megantic;Emy Marin;user;emarin;Distribué (deployed);5/5/2022 9:51;6/22/2023 10:15;mise a jour du nom et de la date d'achat par script;B0-4F-13-C3-E4-86;Personnel administratif - Centre de service;;Service Informatique;
006P-TNI-215;Latitude;3520;Portable;DELL INC.;881LGL3;3/28/2022 0:00;006 - Polyvalente Montignac;Michel Aubin;user;maubin;Distribué (deployed);5/9/2022 9:50;6/22/2023 10:05;mise a jour du nom et de la date d'achat par script;B0-4F-13-C6-86-66;;;;
051i-LAB-15;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;G7T6WTKXMR;;;;;;Distribué (deployable);5/9/2022 11:12;7/14/2022 10:41;ajouté par script php;;;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
051i-LAB-16;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;THC30D6Q7F;;;;;;Distribué (deployable);5/9/2022 11:12;7/14/2022 10:41;ajouté par script php;;;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
051i-LAB-17;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;LMH9GQKHG9;;;;;;Distribué (deployable);5/9/2022 11:12;7/14/2022 10:41;ajouté par script php;;;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
051i-LAB-18;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;YR20C39VGX;;;;;;Distribué (deployable);5/9/2022 11:12;5/9/2022 11:15;ajouté par script php;;;;;
051i-LAB-19;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;DP4FPX20M5;;;;;;Distribué (deployable);5/9/2022 11:19;7/14/2022 10:41;ajouté par script php;;;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
051i-LAB-20;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;MQTJHLX7YG;;;;;;Distribué (deployable);5/9/2022 11:19;7/14/2022 10:41;ajouté par script php;;;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
051i-LAB-21;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;L4044Y29QR;;;;;;Distribué (deployable);5/9/2022 11:19;7/14/2022 10:41;ajouté par script php;;;;051 - Saint-Camille;
;;;;;;;;;;;;;;;;;;;;
067i-LAB-06;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;WKHG4HVQW0;;;;;;Distribué (deployable);5/9/2022 11:24;5/9/2022 11:24;ajouté par script php;;Lab Chariot / Mobile;;;
;;067 - Notre-Dame-du-Paradis;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
067i-LAB-07;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;X56Q1HJ4F3;;;;;;Distribué (deployable);5/9/2022 11:24;5/9/2022 11:24;ajouté par script php;;Lab Chariot / Mobile;;;
;;067 - Notre-Dame-du-Paradis;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
047i-LAB-09;iPad;iPad (9th generation Wi-Fi);iPAD;Apple;DJ06G9K2YW;;;;;;Distribué (deployable);5/9/2022 11:26;5/9/2022 11:26;ajouté par script php;;Lab Chariot / Mobile;;;
;;047 - Du Parchemin (Côté Couvent);;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
021P-OEP-01;Latitude;3520;Portable;DELL INC.;98NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/9/2022 13:05;8/16/2023 15:29;mise a jour du nom et de la date d'achat par script;B4-45-06-53-B5-83;;;;
021P-OEP-03;Latitude;3520;Portable;DELL INC.;78NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/9/2022 13:06;6/22/2023 10:07;mise a jour du nom et de la date d'achat par script;B4-45-06-53-C5-5B;;;;
021P-OEP-02;Latitude;3520;Portable;DELL INC.;38NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/9/2022 13:06;6/22/2023 10:21;mise a jour du nom et de la date d'achat par script;B4-45-06-53-C0-BD;;;;
021P-OEP-04;Latitude;3520;Portable;DELL INC.;B8NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/9/2022 14:03;8/16/2023 15:30;mise a jour du nom et de la date d'achat par script;B4-45-06-53-B5-85;;;;
021P-OEP-05;Latitude;3520;Portable;DELL INC.;68NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/9/2022 14:14;6/22/2023 10:15;mise a jour du nom et de la date d'achat par script;B4-45-06-53-C8-45;;;;
021P-OEP-08;Latitude;3520;Portable;DELL INC.;48NSVG3;;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/10/2022 10:04;5/10/2022 10:04;ajout PC par TS;B4-45-06-53-C0-BB;;;;
021P-OEP-06;Latitude;3520;Portable;DELL INC.;58NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/10/2022 10:06;6/22/2023 10:07;mise a jour du nom et de la date d'achat par script;B4-45-06-53-C8-43;;;;
021P-OEP-07;Latitude;3520;Portable;DELL INC.;G8NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/10/2022 10:06;6/22/2023 10:24;mise a jour du nom et de la date d'achat par script;B4-45-06-53-B3-0D;;;;
021P-OEP-10;Latitude;3520;Portable;DELL INC.;C8NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/10/2022 10:06;8/16/2023 15:30;mise a jour du nom et de la date d'achat par script;B4-45-06-53-C0-CF;;;;
021P-OEP-09;Latitude;3520;Portable;DELL INC.;D8NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/10/2022 10:07;6/22/2023 10:08;mise a jour du nom et de la date d'achat par script;B4-45-06-53-C8-41;;;;
021P-OEP-11;Latitude;3520;Portable;DELL INC.;88NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/10/2022 11:59;8/16/2023 15:40;mise a jour du nom et de la date d'achat par script;B4-45-06-53-C0-D1;;;;
021P-OEP-12;Latitude;3520;Portable;DELL INC.;F8NSVG3;12/16/2021 0:00;021 - CFP du Haut-Saint-François;;;;Distribué (deployable);5/10/2022 11:59;6/22/2023 10:05;mise a jour du nom et de la date d'achat par script;B4-45-06-53-B3-0B;;;;
